date,temp,humidity,precip,windspeed,uvindex,avg_e_price,avg_s_price,Station_994,Station_57,Station_1908,Station_1454,Station_1425,Station_1859,Station_2110,Station_1916,Station_980,Station_387,Station_1345,Station_1252,Station_2379,Station_527,Station_1187,Station_2192,Station_669,Station_63,Station_1984,Station_1491,Station_342,Station_267,Station_178,Station_2180,Station_481,Station_807,Station_1389,Station_877,Station_786,Station_851,Station_1642,Station_1899,Station_373,Station_1880,Station_209,Station_258,Station_641,Station_1311,Station_406,Station_482,Station_1197,Station_646,Station_567,Station_1415,Station_573,Station_1397,Station_1760,Station_1253,Station_260,Station_1276,Station_1828,Station_2093,Station_1735,Station_1288,Station_732,Station_1238,Station_327,Station_496,Station_254,Station_1780,Station_230,Station_765,Station_1786,Station_1628,Station_1227,Station_256,Station_1419,Station_1512,Station_558,Station_734,Station_1300,Station_762,Station_1653,Station_1962,Station_452,Station_1861,Station_1064,Station_2108,Station_585
2023/7/10 23:00,18.3,73.74,0,4.4,0,0.255761905,0.255761905,69.31090686,0,6.4,12.8,12.8,12.8,43.39166667,12.52664407,6.4,6.4,6.4,6.4,6.4,6.4,12.8,0,28.51206242,15.70054945,12.7,1.589003436,1.364705882,12.8,23.60170142,11.98358974,12.8,14.25603121,0,12.8,12.80620915,14.40620915,0,5.306214689,11.16049383,1.594501718,8.888888889,6.4,0.533333333,6.4,6.4,2.666666667,6.4,6.4,6.4,0,4.708571429,1.792907801,6.4,6.4,6.4,6.4,3.123809524,0.661333333,9.648484848,6.4,1.066666667,6.004938272,6.4,1.777777778,0,6.4,3.804975124,6.4,6.4,0,6.4,1.820689655,6.4,4.501960784,2.502564103,14.37647059,6.4,6.4,1.818579235,3.2,2.663333333,0,8.658823529,1.984313725,0
2023/7/11 0:00,19.5,66.78,0,2.9,0,0.255759522,0.255759522,69.7252451,0,6.4,12.8,12.8,12.8,38.1,12.58413559,6.4,6.4,6.4,6.4,6.4,8.533333333,12.8,0,28.32070629,15.6540293,12.7,1.567010309,1.349019608,12.8,23.48625376,12.16269231,16.53333333,14.16035315,0,12.8,12.72026144,14.32026144,0,5.405649718,11.02222222,1.583505155,9.6,6.4,0,6.4,6.4,0,6.4,6.4,6.4,3.733333333,4.76952381,1.770212766,6.4,6.4,6.4,6.4,3.085714286,0.682666667,9.6,6.4,1.066666667,6.083950617,6.4,1.422222222,0,6.4,3.773134328,6.4,6.4,0,6.4,1.949425287,6.4,4.517647059,2.461538462,14.32156863,6.4,6.4,1.844808743,3.2,2.663611111,0,8.596078431,1.992156863,0
2023/7/11 1:00,18.2,75.79,0,8.9,0,0.255773286,0.255773286,70.13958333,0,6.4,12.8,12.8,12.8,38.1,12.64162712,6.4,6.4,6.4,6.4,6.4,12.8,11.2,0,28.12935017,15.60750916,12.7,1.545017182,1.333333333,12.8,23.3708061,12.34179487,19.2,14.06467508,0,12.8,12.63431373,14.23431373,0,5.505084746,10.88395062,1.572508591,6.4,0.533333333,4.266666667,6.4,5.866666667,0,3.2,6.4,6.4,6.4,4.83047619,1.74751773,6.4,6.4,6.4,6.4,3.047619048,0.704,9.551515152,2.666666667,1.066666667,6.162962963,6.4,1.066666667,0,6.4,3.741293532,6.4,6.4,0,6.4,2.07816092,6.4,4.533333333,2.420512821,14.26666667,6.4,6.4,1.871038251,3.2,2.663888889,0,8.533333333,2,0
2023/7/11 2:00,17.1,80.48,0,4.3,0,0.255760457,0.255760457,70.55392157,0,6.4,12.8,12.8,17.6,38.1,12.5930229,6.4,6.4,6.4,6.4,6.4,12.8,6.933333333,0,27.93799405,15.56098901,12.7,1.523024055,1.317647059,12.8,23.25535844,12.52089744,19.2,13.96899702,0,12.8,12.54836601,14.14836601,0,5.604519774,10.74567901,1.561512027,8.533333333,0,6.4,6.4,0,0,0,5.333333333,7.466666667,6.4,4.891428571,1.724822695,6.4,6.4,6.4,6.4,3.00952381,0.725333333,9.503030303,0,1.066666667,6.241975309,6.4,0.711111111,0,6.4,3.709452736,6.4,6.4,0,6.4,2.206896552,6.4,4.549019608,2.379487179,14.21176471,6.4,6.4,1.89726776,3.2,2.664166667,0,8.470588235,2.007843137,0
2023/7/11 3:00,16.7,82.53,0,5,0,0.255760387,0.255760387,70.9682598,0,6.4,12.8,12.8,19.2,38.1,12.54441867,6.4,6.4,6.4,6.4,6.4,12.8,6.4,0,27.74663792,15.51446886,12.7,1.501030928,1.301960784,12.8,23.13991078,12.7,19.2,13.87331896,3.2,12.8,12.4624183,14.0624183,0,5.703954802,10.60740741,1.550515464,6.4,0,6.4,6.4,0,0,0,5.354666667,9.6,5.866666667,4.952380952,1.70212766,6.4,6.4,6.4,6.4,2.971428571,0.746666667,9.454545455,0,1.066666667,6.320987654,6.4,0.355555556,0,6.4,3.67761194,6.4,6.4,2.133333333,6.4,2.335632184,6.4,4.564705882,2.338461538,14.15686275,6.4,6.4,1.923497268,3.2,2.664444444,0,8.407843137,2.015686275,0
2023/7/11 4:00,15.4,89.58,0,7.2,0,0.255760277,0.255760277,71.38259804,37.5,8,12.8,12.8,19.2,38.1,12.49581445,6.4,6.4,6.4,6.4,6.4,7.466666667,6.4,0,27.5552818,15.46794872,12.7,1.479037801,1.28627451,12.8,23.02446312,12.7,19.2,13.7776409,6.4,12.8,12.37647059,13.97647059,0,5.803389831,10.4691358,1.5395189,6.4,0,6.4,6.4,0,0,0,5.376,6.4,0,5.013333333,1.679432624,6.4,6.4,6.4,6.4,2.933333333,0.768,9.406060606,0,1.066666667,6.4,8.533333333,0,1.6,6.4,3.645771144,6.4,6.4,6.4,6.4,2.464367816,6.4,4.580392157,2.297435897,14.10196078,6.4,6.4,1.949726776,3.2,2.664722222,0,8.345098039,2.023529412,0
2023/7/11 5:00,16.6,83.5,0,9.7,0,0.255760129,0.255760129,71.79693627,12.5,12.8,12.8,12.8,19.2,38.1,12.44721023,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0,27.36392567,15.42142857,12.7,1.457044674,1.270588235,12.8,22.90901546,12.7,19.2,13.68196284,6.4,12.8,12.29052288,13.89052288,4.8,5.902824859,10.3308642,1.528522337,0,0,0,6.4,0,0,0,5.397333333,6.4,0,5.074285714,1.656737589,6.4,6.4,6.4,6.4,2.895238095,0.789333333,9.357575758,0,1.066666667,4.8,12.8,0,2.933333333,6.4,3.613930348,6.4,6.4,6.4,6.4,2.593103448,6.4,4.596078431,2.256410256,14.04705882,6.4,6.4,1.975956284,3.2,2.665,0,8.282352941,2.031372549,0
2023/7/11 6:00,17.4,76.54,0,13.1,0,0.255759848,0.255759848,72.21127451,0,9.066666667,12.8,12.8,19.2,38.1,12.39860601,6.4,6.4,6.4,6.4,6.4,3.733333333,6.4,0,27.17256955,15.37490842,12.7,1.435051546,1.254901961,12.8,22.7935678,12.7,19.2,13.58628478,5.333333333,12.8,12.20457516,13.80457516,6.4,6.002259887,10.19259259,1.517525773,4.266666667,0,0,6.4,0,3.733333333,0,5.418666667,6.4,0,5.135238095,1.634042553,6.4,6.4,6.4,6.4,2.857142857,0.810666667,9.309090909,0,1.066666667,0,12.8,0,4.266666667,6.4,3.582089552,6.4,6.4,6.4,6.4,2.72183908,6.4,4.611764706,2.215384615,13.99215686,6.4,6.4,2.002185792,3.2,2.665277778,0,8.219607843,2.039215686,0
2023/7/11 7:00,18.2,76.49,0,12.8,1,0.255760093,0.255760093,72.62561275,0,6.4,12.8,12.8,19.2,38.1,9.683335117,6.4,6.4,6.4,6.4,6.4,0,6.4,0,26.98121343,15.32838828,12.7,1.413058419,1.239215686,12.8,22.67812014,12.7,19.2,13.49060671,0,12.8,12.11862745,13.71862745,6.4,6.101694915,10.05432099,1.50652921,6.4,0,0,6.4,0,6.4,0,5.44,6.4,0,5.196190476,1.611347518,6.4,6.4,6.4,6.4,2.819047619,0.832,9.260606061,0,1.066666667,5.866666667,12.8,0,0,6.4,3.550248756,6.4,6.4,6.4,6.4,2.850574713,6.4,4.62745098,2.174358974,13.9372549,6.4,6.4,2.028415301,3.2,2.665555556,0,8.156862745,2.047058824,0
2023/7/11 8:00,19.4,71.98,0,15.6,1,0.255760138,0.255760138,73.03995098,0,6.4,12.8,12.8,19.2,38.1,9.634730895,6.4,6.4,6.4,6.4,6.4,0,6.4,0,26.7898573,15.28186813,12.7,1.391065292,1.223529412,12.8,22.56267248,12.7,19.2,13.39492865,0,12.8,12.03267974,13.63267974,6.4,6.201129944,9.916049383,1.495532646,6.4,0,0,6.4,0,3.733333333,0,5.461333333,6.4,0,5.257142857,1.588652482,6.4,6.4,6.4,6.4,2.780952381,0.853333333,9.212121212,0,1.066666667,0,12.8,0,0,6.4,3.51840796,6.4,6.4,6.4,6.4,2.979310345,6.4,4.643137255,2.133333333,13.88235294,6.4,6.4,2.054644809,3.2,2.665833333,0,8.094117647,2.054901961,0
2023/7/11 9:00,22.1,66.21,0,17.6,5,0.255759894,0.255759894,73.45428922,0,6.4,12.8,12.8,19.2,38.1,11.16479334,6.4,6.4,6.4,6.4,6.4,0,6.4,0,26.59850118,15.23534799,12.7,1.369072165,1.207843137,12.8,22.44722482,12.7,19.2,13.29925059,0.533333333,12.8,11.94673203,13.54673203,6.4,6.300564972,9.777777778,1.484536082,6.4,0,0,6.4,0,0,0,5.482666667,6.4,0,5.318095238,1.565957447,6.4,6.4,6.4,6.4,2.742857143,0.874666667,9.163636364,0,1.066666667,0,12.8,0,0,6.4,3.486567164,6.4,6.4,6.4,6.4,3.108045977,6.4,4.658823529,2.092307692,13.82745098,6.4,6.4,2.080874317,3.2,2.666111111,0,8.031372549,2.062745098,0
2023/7/11 10:00,23.9,57.45,0,23.4,5,0.255759484,0.255759484,73.86862745,0,6.4,12.8,12.8,19.2,38.1,12.16152245,6.4,6.4,6.4,6.4,6.4,0,6.4,0,26.40714506,15.18882784,12.7,1.347079038,1.192156863,12.8,22.33177716,12.7,19.2,13.20357253,1.066666667,12.8,11.86078431,13.46078431,6.4,6.4,9.639506173,1.473539519,6.4,0,0,6.4,0,0,0,5.504,6.4,0,5.379047619,1.543262411,6.4,6.4,6.4,6.4,2.704761905,0.896,9.115151515,0,1.066666667,0,12.8,0,0,6.4,3.454726368,6.4,6.4,6.4,6.4,3.236781609,6.4,4.674509804,2.051282051,13.77254902,6.4,6.4,2.107103825,3.2,2.666388889,0,7.968627451,2.070588235,0
2023/7/11 11:00,23.8,58.31,0,26.8,7,0.255760105,0.255760105,74.28296569,0,6.4,12.8,12.8,15.46666667,30.69166667,12.09158489,6.4,6.4,6.4,6.4,6.4,0,6.4,0,26.21578893,15.14230769,12.7,1.325085911,1.176470588,8.533333333,22.21632949,10.58333333,19.2,13.10789447,0,12.8,11.7748366,13.3748366,6.4,6.4,9.501234568,1.462542955,6.4,0,0,6.4,0,4.266666667,0,5.525333333,6.4,0,5.44,1.520567376,6.4,6.4,6.4,6.4,2.666666667,0.917333333,9.066666667,0,1.066666667,0,9.066666667,0,3.733333333,6.4,3.422885572,6.4,6.4,6.4,6.4,3.365517241,6.4,4.690196078,2.01025641,13.71764706,6.4,6.4,2.133333333,3.2,2.666666667,0,7.905882353,2.078431373,0
2023/7/11 12:00,24.6,57.68,0,26.1,7,0.255759739,0.255759739,74.69730392,0,6.4,12.8,12.8,12.8,25.4,12.02164734,6.4,6.4,6.4,6.4,6.4,0,6.4,0,26.02443281,15.09578755,12.7,1.303092784,1.160784314,6.4,22.10088183,0,15.46666667,13.0122164,0,12.8,11.68888889,13.28888889,5.866666667,6.4,9.362962963,1.451546392,6.4,0,0,11.2,0,1.6,0,5.546666667,6.4,0,5.500952381,1.49787234,6.4,6.4,6.4,6.4,2.628571429,0.938666667,6.4,0,1.066666667,0,6.4,0,2.133333333,6.4,3.391044776,6.4,6.4,6.4,6.4,3.494252874,6.4,4.705882353,1.969230769,13.6627451,6.4,6.4,2.088888889,3.2,0,0,7.843137255,2.08627451,0
2023/7/11 13:00,24.7,58.05,0,28.6,7,0.255760323,0.255760323,75.11164216,0,6.4,12.8,12.8,12.8,25.4,11.95170978,6.4,6.4,6.4,6.4,6.4,0,6.4,0,25.83307669,15.0492674,12.7,1.281099656,1.145098039,6.4,21.98543417,0,12.8,12.91653834,1.066666667,14.93333333,11.60294118,13.20294118,3.733333333,4.266666667,9.224691358,1.440549828,6.4,0,0,14.4,0,1.066666667,0,5.568,6.4,0,5.561904762,1.475177305,1.066666667,6.4,6.4,2.666666667,2.59047619,0.96,6.4,0,1.066666667,0,6.4,0,0.533333333,6.4,3.35920398,6.4,6.4,6.4,6.4,3.622988506,6.4,4.721568627,1.928205128,13.60784314,6.4,6.4,2.044444444,3.2,0,0,7.780392157,2.094117647,0
2023/7/11 14:00,24.6,59.25,0,26.6,8,0.255759674,0.255759674,75.52598039,4.166666667,6.4,12.8,12.8,12.8,35.98333333,11.88177223,6.4,6.4,6.4,6.4,6.4,0,6.4,0,25.64172056,15.00274725,12.7,1.259106529,1.129411765,9.6,21.86998651,0,12.8,12.82086028,1.066666667,19.2,11.51699346,13.11699346,6.4,0,9.086419753,1.429553265,5.866666667,4.8,0,13.6,2.133333333,6.4,5.866666667,5.589333333,6.4,0,5.622857143,1.45248227,0,6.4,8,0,2.552380952,0.981333333,6.4,0,1.066666667,0,6.4,0,0,6.4,3.327363184,6.4,6.4,6.4,6.4,3.751724138,6.4,4.737254902,1.887179487,13.55294118,6.4,6.4,2,3.2,0,0,7.717647059,2.101960784,0
2023/7/11 15:00,23.9,67.3,0,25.9,8,0.255760002,0.255760002,75.94031863,0,2.133333333,12.8,12.8,12.8,38.1,11.27850134,6.4,6.4,6.4,6.4,6.4,0,6.4,0,25.45036444,14.95622711,12.7,1.237113402,1.11372549,12.8,21.75453885,0,12.8,12.72518222,0,19.2,11.43104575,13.03104575,6.4,0,8.948148148,1.418556701,0,6.4,0,12.8,6.4,5.866666667,6.4,5.610666667,6.4,0,5.683809524,1.429787234,0,6.4,4.8,0,2.514285714,1.002666667,6.4,0,1.066666667,5.333333333,6.4,0,0,6.4,3.295522388,6.4,6.4,6.4,6.4,3.88045977,6.4,4.752941176,1.846153846,13.49803922,6.4,6.4,1.955555556,3.2,0,0,7.654901961,2.109803922,0
2023/7/11 16:00,23.9,65.07,0,23.9,8,0.255760906,0.255760906,76.35465686,0,0,12.8,12.8,12.8,25.4,5.341897116,6.4,6.4,6.4,6.4,6.4,0,6.4,0,25.25900832,14.90970696,12.7,1.215120275,1.098039216,12.8,21.63909119,0,12.8,12.62950416,0,19.2,11.34509804,12.94509804,6.4,0,8.809876543,1.407560137,0,6.4,0,12.8,6.4,0,6.4,5.632,6.4,0,5.744761905,1.407092199,0,5.866666667,0,3.2,2.476190476,1.024,6.4,0,1.066666667,6.4,6.4,0,0,6.4,3.263681592,6.4,6.4,6.4,6.4,4.009195402,6.4,4.768627451,1.805128205,13.44313725,6.4,6.4,1.911111111,3.2,0,0,7.592156863,2.117647059,0
2023/7/11 17:00,23.9,65.57,0,23.9,5,0.255744039,0.255744039,76.7689951,0,0,12.8,12.8,12.8,25.4,5.27195956,6.4,6.4,6.4,6.4,6.4,0,6.4,0,25.06765219,14.86318681,12.7,1.193127148,1.082352941,6.4,21.52364353,0,12.8,12.5338261,0,19.2,11.25915033,12.85915033,6.4,0,8.671604938,1.396563574,0,6.4,0,12.8,6.4,0,6.4,5.653333333,6.4,0,5.805714286,1.384397163,0,5.825641026,0,6.4,2.438095238,1.045333333,6.4,0,1.066666667,6.4,6.4,0,0,6.4,3.231840796,6.4,6.4,6.4,6.4,4.137931034,6.4,4.784313725,1.764102564,13.38823529,6.4,6.4,1.866666667,3.2,0,0,7.529411765,2.125490196,0
2023/7/11 18:00,23.1,68.84,0,23,4,0.255759186,0.255759186,77.18333333,16.66666667,5.333333333,12.8,12.8,11.73333333,23.28333333,8.402022004,6.4,6.4,6.4,6.4,6.4,2.666666667,5.866666667,3.2,24.87629607,14.81666667,5.291666667,1.171134021,1.066666667,5.333333333,21.40819587,3.175,8.533333333,12.43814803,5.333333333,17.6,11.17320261,12.77320261,2.666666667,3.733333333,8.533333333,1.38556701,3.2,3.2,0.533333333,10.13333333,5.866666667,2.666666667,5.866666667,5.674666667,11.73333333,2.666666667,5.866666667,1.361702128,1.6,5.784615385,4.8,3.733333333,2.4,1.066666667,5.333333333,0,1.066666667,3.733333333,7.466666667,2.133333333,1.6,4.8,3.2,4.8,4.266666667,6.4,5.866666667,4.266666667,6.4,4.8,1.723076923,13.33333333,4.266666667,6.4,1.822222222,3.2,0,0.048484848,7.466666667,2.133333333,0
2023/7/11 19:00,23.6,66.61,0,21.2,2,0.255759396,0.255759396,77.08564103,0,0,12.8,12.8,12.8,25.4,8.240130425,6.4,6.4,6.4,6.4,6.4,0,6.4,0,24.68493994,14.86635368,12.7,1.149140893,1.0625323,6.4,21.29274821,3.102011494,17.06666667,12.34246997,0,19.2,11.0872549,12.6872549,6.4,0,6.4,1.374570447,0,6.4,0,12.8,6.4,6.4,6.4,5.696,6.4,0,0,1.339007092,1.581609195,5.743589744,4.8,6.4,2.361904762,1.083733333,6.4,0,1.048275862,6.4,6.4,0,0,6.4,3.323076923,6.4,6.4,6.4,6.4,0,6.4,4.652873563,1.682051282,13.33333333,6.4,6.4,1.777777778,3.2,0,0.096969697,7.466666667,2.07816092,0
2023/7/11 20:00,22.8,69.6,0,20.1,1,0.255759667,0.255759667,76.98794872,0,0,12.8,12.8,12.8,25.4,8.078238847,6.4,6.4,6.4,6.4,6.4,0,6.4,0,24.49358382,14.91604069,12.7,1.127147766,1.058397933,6.4,21.17730055,3.029022989,19.2,12.24679191,0,19.2,11.00130719,12.60130719,6.4,0,6.4,1.363573883,1.6,5.866666667,0,12.8,6.4,6.4,6.4,5.717333333,6.4,0,0,1.316312057,1.563218391,5.702564103,2.133333333,6.4,2.323809524,1.1008,6.4,0,1.029885057,6.4,6.4,0,0,6.4,3.446153846,6.4,6.4,6.4,6.4,0,6.4,4.505747126,1.641025641,13.33333333,6.4,6.4,1.733333333,3.2,0,0.145454545,7.466666667,2.022988506,0
2023/7/11 21:00,21,70,0,19.4,0,0.255759864,0.255759864,76.89025641,0,0,12.8,12.8,12.8,13.75833333,7.916347268,6.4,6.4,6.4,6.4,6.4,0,6.4,4.8,24.3022277,14.9657277,12.7,1.105154639,1.054263566,6.4,21.06185289,2.956034483,19.2,12.15111385,0,19.2,10.91535948,12.51535948,6.4,0,6.4,1.35257732,6.4,0,0,12.8,6.4,6.4,6.4,5.738666667,6.4,0,0,1.293617021,1.544827586,5.661538462,5.866666667,6.4,2.285714286,1.117866667,6.4,4.8,1.011494253,6.4,6.4,0,0,6.4,3.569230769,6.4,6.4,6.4,6.4,0,6.4,4.35862069,1.6,13.33333333,6.4,6.4,1.688888889,3.2,0,0.193939394,7.466666667,1.967816092,0
2023/7/11 22:00,19.4,80.25,0,14.1,0,0.255759786,0.255759786,76.7925641,45.83333333,0,12.8,12.8,12.8,13.75833333,7.754455689,6.4,6.4,6.4,6.4,6.4,0,6.4,6.4,24.11087157,15.01541471,12.7,1.083161512,1.050129199,6.4,20.94640523,2.883045977,19.2,12.05543579,1.066666667,19.2,10.82941176,12.42941176,6.4,0,11.73333333,1.341580756,6.4,0,4.266666667,12.8,6.4,6.4,6.4,5.76,6.4,0,0,1.270921986,1.526436782,5.620512821,6.4,7.466666667,2.247619048,1.134933333,6.4,6.4,0.993103448,6.4,6.4,0,2.133333333,6.4,3.692307692,6.4,6.4,6.4,6.4,0,6.4,4.211494253,1.558974359,13.33333333,6.4,6.4,1.644444444,3.2,0,0.242424242,7.466666667,1.912643678,0
2023/7/11 23:00,18.8,79.81,0.292,10.2,0,0.255761903,0.255761903,76.69487179,50,0,12.8,12.8,12.8,12.7,7.59256411,6.4,6.4,6.4,6.4,6.4,0,6.4,2.666666667,23.91951545,15.06510172,12.7,1.061168385,1.045994832,6.4,20.83095757,2.810057471,13.33333333,11.95975773,6.4,19.08,10.74346405,12.34346405,6.4,0,12.8,1.330584192,6.4,5.866666667,0,12.8,6.4,6.4,6.4,5.781333333,6.4,0,0,1.24822695,1.508045977,5.579487179,6.4,7.288888889,2.20952381,1.152,6.4,6.4,0.974712644,6.4,6.4,0,2.666666667,6.4,3.815384615,6.4,6.4,6.4,6.4,0,6.4,4.064367816,1.517948718,13.33333333,6.4,6.4,1.6,3.2,1.6,0.290909091,7.466666667,1.857471264,0
2023/7/12 0:00,17.9,83.71,0,14.2,0,0.25575952,0.25575952,76.59717949,50,0,12.8,12.8,12.8,12.7,7.430672532,6.4,6.4,6.4,6.4,6.4,0,6.4,0,23.72815933,15.11478873,12.7,1.039175258,1.041860465,6.4,20.71550991,2.737068966,12.8,11.86407966,6.4,18.96,10.65751634,12.25751634,6.4,0,12.8,1.319587629,6.4,6.4,0,12.8,6.4,6.4,6.4,5.802666667,6.4,0,0,1.225531915,1.489655172,5.538461538,6.4,7.111111111,2.171428571,1.169066667,6.4,6.4,0.956321839,6.4,6.4,0,2.4,6.4,3.938461538,6.4,6.4,6.4,6.4,0,6.4,3.917241379,1.476923077,13.33333333,6.4,6.4,1.555555556,3.2,1.6,0.339393939,7.466666667,1.802298851,0
2023/7/12 1:00,17.8,84.16,0,16,0,0.255773282,0.255773282,76.49948718,50,0,12.8,12.8,12.8,12.7,7.268780953,6.4,6.4,6.4,6.4,6.4,0,8.533333333,0,23.5368032,15.16447574,12.7,1.017182131,1.037726098,6.4,20.60006225,2.66408046,12.8,11.7684016,6.4,18.84,10.57156863,12.17156863,6.4,0,12.8,1.308591065,6.4,6.4,0,12.8,6.4,6.4,6.4,5.824,6.4,0,0,1.202836879,1.471264368,5.497435897,6.4,6.933333333,2.133333333,1.186133333,6.4,6.4,0.937931034,12.26666667,6.4,0,2.133333333,6.4,4.061538462,6.4,6.4,1.066666667,6.4,0,6.4,3.770114943,1.435897436,13.33333333,6.4,6.4,1.511111111,3.2,1.6,0.387878788,7.466666667,1.747126437,0
2023/7/12 2:00,17.8,84.28,0.549,16.1,0,0.255760456,0.255760456,76.40179487,50,3.733333333,12.8,12.8,12.8,12.7,7.106889374,6.4,6.4,6.4,6.4,6.4,0,12.8,0,23.34544708,15.21416275,12.7,0.995189003,1.033591731,6.4,20.48461459,2.591091954,12.8,11.67272354,2.133333333,18.72,10.48562092,12.08562092,6.4,0,12.8,1.297594502,6.4,5.866666667,0,12.8,6.4,6.4,6.4,5.845333333,10.13333333,0,0,1.180141844,1.452873563,5.456410256,4.8,6.755555556,6.4,1.2032,6.4,6.4,0.91954023,12.8,6.4,0,1.866666667,6.4,4.184615385,6.4,6.4,0,6.4,0,6.4,3.622988506,1.394871795,13.33333333,6.4,6.4,1.466666667,3.2,1.6,0.436363636,7.466666667,1.691954023,0
2023/7/12 3:00,17.8,84.1,0,16.9,0,0.255760386,0.255760386,76.30410256,50,6.4,12.8,12.8,12.8,12.7,6.944997795,6.4,6.4,6.4,6.4,6.4,3.733333333,9.6,0,23.15409096,15.26384977,12.7,0.973195876,1.029457364,6.4,20.36916693,2.518103448,6.933333333,11.57704548,0,18.6,10.3996732,11.9996732,9.6,3.2,12.8,1.286597938,6.4,5.866666667,0,12.8,6.4,5.333333333,6.4,5.866666667,12.8,0,0,1.157446809,1.434482759,5.415384615,0,6.577777778,2.666666667,1.220266667,6.4,6.4,0.901149425,12.8,6.4,0,1.6,6.4,4.307692308,6.4,6.4,0,6.4,3.2,6.4,3.475862069,1.353846154,13.33333333,6.4,6.4,1.422222222,3.2,0,0.484848485,7.466666667,1.636781609,0
2023/7/12 4:00,17.1,91.17,0,16.3,0,0.255760276,0.255760276,76.20641026,50,6.4,12.8,12.8,12.8,12.7,6.783106217,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0,22.96273483,15.31353678,12.7,0.951202749,1.025322997,6.4,20.25371927,2.445114943,6.4,11.48136742,0,18.48,10.31372549,11.91372549,11.73333333,6.4,12.8,1.275601375,6.733333333,4.266666667,0,12.8,6.4,0.533333333,6.4,6.4,12.8,0,1.066666667,1.134751773,1.416091954,5.374358974,0,6.4,2.711111111,1.237333333,6.4,6.4,0.882758621,12.26666667,7.466666667,0,1.333333333,6.4,4.430769231,6.4,6.4,0,6.4,2.488888889,6.4,3.328735632,1.312820513,13.33333333,6.4,6.4,1.377777778,3.2,0,0.533333333,7.466666667,1.581609195,0
2023/7/12 5:00,17,91.7,0,17.6,0,0.255760127,0.255760127,76.10871795,50,1.066666667,12.8,12.8,12.8,12.7,6.621214638,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0,22.77137871,15.36322379,12.7,0.929209622,1.02118863,6.4,20.1382716,2.372126437,6.4,11.38568935,0,18.36,10.22777778,11.82777778,6.4,6.4,12.8,1.264604811,7.066666667,0,0,12.8,3.2,0,6.4,6.4,10.66666667,0,5.866666667,1.112056738,1.397701149,5.333333333,0,6.4,2.755555556,1.2544,6.4,6.4,0.864367816,12.26666667,12.8,0,1.066666667,6.4,4.553846154,6.4,6.4,0,6.4,1.777777778,6.4,3.181609195,1.271794872,13.33333333,6.4,6.4,1.333333333,3.2,0,0,7.466666667,1.526436782,0
2023/7/12 6:00,17,88.2,0,20.4,0,0.255759846,0.255759846,76.01102564,50,0,12.8,12.8,12.8,12.7,6.459323059,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0,22.58002258,15.4129108,12.7,0.907216495,1.017054264,6.4,20.02282394,2.299137931,10.66666667,11.29001129,0,18.24,10.14183007,11.74183007,6.4,6.4,12.8,1.253608247,7.4,0,0,12.8,3.242666667,5.333333333,6.4,6.4,6.4,0,0,1.089361702,1.379310345,5.292307692,0,6.4,2.8,1.271466667,6.4,6.4,0.845977011,8,12.8,0,0,6.4,4.676923077,6.4,6.4,0,6.4,1.066666667,6.4,3.034482759,1.230769231,13.33333333,6.4,6.4,1.288888889,3.2,0,0,7.466666667,1.471264368,0
2023/7/12 7:00,17,88.36,0,18,1,0.255760091,0.255760091,75.91333333,50,0,12.8,12.8,12.8,12.7,6.297431481,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0,22.38866646,15.46259781,12.7,0.885223368,1.012919897,6.4,19.90737628,2.226149425,12.8,11.19433323,0,18.12,10.05588235,11.65588235,6.4,6.4,12.8,1.242611684,7.733333333,0,0,12.8,3.285333333,2.133333333,6.4,6.4,6.4,0,0,1.066666667,1.36091954,5.251282051,0,6.4,2.844444444,1.288533333,6.4,6.4,0.827586207,6.4,12.8,0,0,6.4,4.8,6.4,6.4,0,6.4,0,6.4,2.887356322,1.18974359,13.33333333,6.4,6.4,1.244444444,3.2,0,0,7.466666667,1.416091954,0
2023/7/12 8:00,17.8,84.52,0.052,24.2,0,0.255760136,0.255760136,75.81564103,50,0,12.8,12.8,12.8,12.7,6.135539902,6.4,6.4,6.4,6.4,6.4,2.666666667,6.4,0,22.19731034,15.51228482,12.7,0.863230241,1.00878553,6.4,19.79192862,2.15316092,12.8,11.09865517,0,18,9.969934641,11.56993464,6.4,6.4,12.8,1.23161512,8.066666667,0,0,12.8,3.328,5.333333333,6.4,6.4,6.4,0,0,6.4,1.342528736,5.21025641,0,6.4,2.888888889,1.3056,6.4,6.4,0.809195402,6.4,12.8,0,0,6.4,0,6.4,6.4,0,6.4,0,6.4,2.740229885,1.148717949,13.33333333,6.4,6.4,1.2,3.2,0,0,7.466666667,1.36091954,0
